application_id,batch_id,state,office_name,dept_group,district,block,portal,treatment,assigned_ra,template_version,language,channel,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,due_date,notes
KA-121,ka2026q3_01,Karnataka,"Kodagu - Office of The Deputy Director, Department of Pre University Education",PRE UNIVERSITY EDUCATION,Kodagu,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-122,ka2026q3_01,Karnataka,"Chamarajanagar - Office of The Deputy Director, Department of Pre University Eductaion",PRE UNIVERSITY EDUCTAION,Chamarajanagar,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-123,ka2026q3_01,Karnataka,"Chikkaballapura- Office of The Deputy Director, Department of Pre University Eductaion.",PRE UNIVERSITY EDUCTAION,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-124,ka2026q3_01,Karnataka,"Chitradurga- Office of The Deputy Director, Department of Public Instruction",PUBLIC INSTRUCTION,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-125,ka2026q3_01,Karnataka,"Koppal- Office of The Deputy Director, Department of Public Instruction",PUBLIC INSTRUCTION,Koppal,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-126,ka2026q3_01,Karnataka,"Mandya- Office of The Deputy Director, Department of Public Instruction",PUBLIC INSTRUCTION,Mandya,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-127,ka2026q3_01,Karnataka,Bagalkot-Public Works Department - PWD,PWD,Bagalkot,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-128,ka2026q3_01,Karnataka,Belagavi-Public Works Department - PWD,PWD,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-129,ka2026q3_01,Karnataka,Kalaburagi-Public Works Department - PWD,PWD,Kalaburagi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-130,ka2026q3_01,Karnataka,Uttara Kannada-Public Works Department - PWD,PWD,Uttara Kannada,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-131,ka2026q3_01,Karnataka,Bagalkot-Jamkhandi-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Bagalkot,Jamkhandi,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-132,ka2026q3_01,Karnataka,Belagavi-Mudalagi-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Belagavi,Mudalagi,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-133,ka2026q3_01,Karnataka,Bengaluru Urban-BengaluruSouth-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Bengaluru Urban,BengaluruSouth,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-134,ka2026q3_01,Karnataka,Chitradurga-Holalkere-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Chitradurga,Holalkere,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-135,ka2026q3_01,Karnataka,Davanagere-Davanagere-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Davanagere,Davanagere,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-136,ka2026q3_01,Karnataka,Dharwad-Navalgund-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Dharwad,Navalgund,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-137,ka2026q3_01,Karnataka,Kodagu-Madikeri-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Kodagu,Madikeri,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-138,ka2026q3_01,Karnataka,Mysuru-Hunsur-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Mysuru,Hunsur,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-139,ka2026q3_01,Karnataka,Mysuru-T Narsipur-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Mysuru,T Narsipur,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-140,ka2026q3_01,Karnataka,Tumakuru-Koratagere-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Tumakuru,Koratagere,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-141,ka2026q3_01,Karnataka,Vijayapura-Nidagundi-Rural Development and Panchayat Raj - RDPR(T.P),RDPR(T.P),Vijayapura,Nidagundi,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-142,ka2026q3_01,Karnataka,Yadgir-Gurumitkal-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Yadgir,Gurumitkal,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-143,ka2026q3_01,Karnataka,Yadgir-Hunasagi-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Yadgir,Hunasagi,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-144,ka2026q3_01,Karnataka,Yadgir-Shahpur-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Yadgir,Shahpur,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-145,ka2026q3_01,Karnataka,Yadgir-Vadagera-Rural Development and Panchayat Raj-RDPR(T.P),RDPR(T.P),Yadgir,Vadagera,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-146,ka2026q3_01,Karnataka,Ballari-Rural Development and Panchayat Raj - RDPR(Z.P),RDPR(Z.P),Ballari,NA,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-147,ka2026q3_01,Karnataka,Mysuru-Rural Development and Panchayat Raj-RDPR(Z.P),RDPR(Z.P),Mysuru,NA,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-148,ka2026q3_01,Karnataka,Uttara Kannada-Rural Development and Panchayat Raj-RDPR(Z.P),RDPR(Z.P),Uttara Kannada,NA,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-149,ka2026q3_01,Karnataka,Vijayapura-Rural Development and Panchayat Raj - RDPR(Z.P),RDPR(Z.P),Vijayapura,NA,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-150,ka2026q3_01,Karnataka,Ballari-REVENUE,REVENUE,Ballari,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-151,ka2026q3_01,Karnataka,Bengaluru Rural-REVENUE,REVENUE,Bengaluru Rural,Not Applicable,RTI_Online_Karnataka,legal_salience,RA3,v3,en,portal,,,,,,,,,
KA-152,ka2026q3_01,Karnataka,Bengaluru South - REVENUE,REVENUE,Bengaluru South,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-153,ka2026q3_01,Karnataka,Koppal-REVENUE,REVENUE,Koppal,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-154,ka2026q3_01,Karnataka,"Belagavi - Office of the Deputy Director (Administration), Department of School Education",SCHOOL EDUCATION,Belagavi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-155,ka2026q3_01,Karnataka,"Mysuru - Office of the Deputy Director, Department of School Education",SCHOOL EDUCATION,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-156,ka2026q3_01,Karnataka,"Bidar - Office of the Deputy Director, Department of School Education(Pre University)",SCHOOL EDUCATION(PRE UNIVERSITY),Bidar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-157,ka2026q3_01,Karnataka,"Raichur - Office of the Deputy Director, Department of School Education(Pre University)",SCHOOL EDUCATION(PRE UNIVERSITY),Raichur,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-158,ka2026q3_01,Karnataka,"Chikkamagaluru- Office of the Deputy Director, Department of Sericulture",SERICULTURE,Chikkamagaluru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-159,ka2026q3_01,Karnataka,"Dharwad - Office of the Deputy Director, Department of Sericulture",SERICULTURE,Dharwad,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-160,ka2026q3_01,Karnataka,"Chikkaballapura - Office of The District Skill Development Officer, Skill Development Department",SKILL DEVELOPMENT,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-161,ka2026q3_01,Karnataka,"Chitradurga - Office of The District Skill Development Officer, Skill Development Department",SKILL DEVELOPMENT,Chitradurga,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-162,ka2026q3_01,Karnataka,"Mysuru - Office of The District Skill Development Officer, Skill Development Department",SKILL DEVELOPMENT,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-163,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, Department of Social Welfare",SOCIAL WELFARE,Kolar,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-164,ka2026q3_01,Karnataka,"Raichur- Office of the Deputy Director, Department of Social Welfare",SOCIAL WELFARE,Raichur,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-165,ka2026q3_01,Karnataka,"Tumakuru - Office of The Joint Director, Department of Social Welfare",SOCIAL WELFARE,Tumakuru,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-166,ka2026q3_01,Karnataka,Bagalkote-SSLR,SSLR,Bagalkote,,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-167,ka2026q3_01,Karnataka,"Kalaburagi- Office of The District Statistical Officer, Department of Statistics",STATISTICS,Kalaburagi,Not Applicable,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-168,ka2026q3_01,Karnataka,"Mandya- Office of the District Statistical Officer, Department of Statistics",STATISTICS,Mandya,Not Applicable,RTI_Online_Karnataka,legal_salience,RA1,v3,en,portal,,,,,,,,,
KA-169,ka2026q3_01,Karnataka,"Kodagu - Office of The Deputy Director, Department of Tourism",TOURISM,Kodagu,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-170,ka2026q3_01,Karnataka,"Mysuru- Office of The Assistant Director, Department of Tourism",TOURISM,Mysuru,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
KA-171,ka2026q3_01,Karnataka,"Kalaburagi - Office of The Assistant Director, Department of Town and Country Planning",TOWN AND COUNTRY PLANNING,Kalaburagi,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-172,ka2026q3_01,Karnataka,"Mysuru - Office of the Joint Director, Town & Country Planning",TOWN AND COUNTRY PLANNING,Mysuru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-173,ka2026q3_01,Karnataka,"Kalaburagi- Office of The Regional Transport Officer, Department of Transport",TRANSPORT,Kalaburagi,,RTI_Online_Karnataka,legal_salience,RA4,v3,en,portal,,,,,,,,,
KA-174,ka2026q3_01,Karnataka,Chikkaballapura - Urban Development Authority,URBAN DEVELOPMENT AUTHORITY,Chikkaballapura,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-175,ka2026q3_01,Karnataka,Hospete - Urban Development Authority,URBAN DEVELOPMENT AUTHORITY,Hospete,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-176,ka2026q3_01,Karnataka,"Bengaluru Urban- Office of the Deputy Director, Department of Women and Child Development",WOMEN AND CHILD DEVELOPMENT,Bengaluru Urban,Not Applicable,RTI_Online_Karnataka,plain,RA4,v3,en,portal,,,,,,,,,
KA-177,ka2026q3_01,Karnataka,"Kolar - Office of the Deputy Director, Department of Women and Child Development",WOMEN AND CHILD DEVELOPMENT,Kolar,Not Applicable,RTI_Online_Karnataka,plain,RA1,v3,en,portal,,,,,,,,,
KA-178,ka2026q3_01,Karnataka,"Tumakuru- Office of The Deputy Director, Department of Women and Child Development",WOMEN AND CHILD DEVELOPMENT,Tumakuru,Not Applicable,RTI_Online_Karnataka,legal_salience,RA2,v3,en,portal,,,,,,,,,
KA-179,ka2026q3_01,Karnataka,"Haveri- Office of The Assistant Director, Department of Youth Empowerment and Sports",YOUTH EMPOWERMENT AND SPORTS,Haveri,Not Applicable,RTI_Online_Karnataka,plain,RA2,v3,en,portal,,,,,,,,,
KA-180,ka2026q3_01,Karnataka,Secretariat - Youth Empowerment and Sports,YOUTH EMPOWERMENT AND SPORTS,NA,Not Applicable,RTI_Online_Karnataka,plain,RA3,v3,en,portal,,,,,,,,,
